name,location,industry,description,followers,linkedin_url
RACE-CAP,"New York, New York",Financial Services,...itself and its customers from involvement in money laundering or suspicious activity.  A Member of Crypto Valley RACE-CAP is a member of the Crypto Valley...,65 followers,https://www.linkedin.com/company/race-cap/
Digital Asset Solutions AG,"Zug, Zug",Financial Services,"Digital Asset Solutions AG was founded in 2022 and is a diversified financial services and investment management innovator in the digital asset, cryptocurrency, and blockchain technology sector. DAS is located Switzerland’s Crypto Valley, Zug and actively works with top-notch research partners and financial service...",86 followers,https://www.linkedin.com/company/digitalassetsolutions/
LEGAL GUILD,Vaud,IT Services and IT Consulting,.... The breakneck speed of the crypto industry and the lack of a universally applicable framework within the blockchain world require a new scope of legal solutions...,89 followers,https://www.linkedin.com/company/near-legal-guild/
W Capital | Investing in 3.0 |,Zug,Financial Services,"W Capital | Women - Wealth - Web | 

W Ventures & W Digital Asset Management • Specialties: crypto asset management",73 followers,https://www.linkedin.com/company/bckventures/
Sidehide®,"Lugano, Tessin","Technology, Information and Internet","...features: • Secret Rooms - unbeatable rates on selected hotels • Choices & AI powered personalisation • Multi-payment with Crypto, powered by Coinbase...",102 followers,https://www.linkedin.com/company/sidehide/
Moonchain Capital,Geneva,Financial Services,"A crypto-focused holding company investing in games, NFTs, and the open metaverse.",128 followers,https://www.linkedin.com/company/moonchain-capital-sa/
brainhub,"Zürich, Zürich",IT Services and IT Consulting,"BrainHub is a Web3 platform designed to provide global talent acquisition service, decentralized job contracts and crypto payroll.",144 followers,https://www.linkedin.com/company/brainhubinc/
Rebus Chain,Lugano,Financial Services,Creating both generic and custom financial products based on the needs of Traditional Finance Banks and Assets Manager willing to offer access to Crypto to their customers,146 followers,https://www.linkedin.com/company/rebuschain/
World Blockchain Association,Zurich,Non-profit Organizations,"Non-Profit Organization - The World Blockchain Association was originally founded as World Bitcoin Association in January 10, 2014 in Zurich, Switzerland. The association intends to unite all non-profit Blockchain and Bitcoin organizations around the world and to spread Blockchain, Bitcoin and other crypto currencies...",200 followers,https://www.linkedin.com/company/worldblockchain/
PAIK CAPITAL,"Unterägeri, Zug",Financial Services,"...Family Offices.   We are an independent Family Office for Crypto-, Blockchain-, Trading- & Web 3-Technologies. We trade exclusively with our own Private Equity...",161 followers,https://www.linkedin.com/company/paik/
Euro Alliance S.A.,"Martigny, Valais",Venture Capital and Private Equity Principals,Connecting global markets with path-breaking technologies & products • Specialties: Crypto Currencies,171 followers,https://www.linkedin.com/company/euro-alliance-s-a/
Oyoba Inc.,"Zug, Zug",Financial Services,"Oyoba is all about democratizing finance by providing a modern alternative to today's banks. The company's goal is to establish a next-generation digital bank in the heart of the Crypto Valley. The platform will provide its users access to a wide range of banking, fintech and blockchain services.",182 followers,https://www.linkedin.com/company/oyoba/
Nxt Blockchain,"Lugano, Ticino",Software Development,The first pure Proof-of-Stake blockchain platform developed by Jelurida • Specialties: Crypto,157 followers,https://www.linkedin.com/company/nxt-blockchain/
Lloyd's & Partners AG,"Zürich, Zürich",Legal Services,"We create your Swiss bank: turnkey ready, one stop shop, crypto able, licensed by FINMA, with a fixed budget in 9 months",173 followers,https://www.linkedin.com/company/lloyd-s-partners-ag/
Arkadia Digital Advisory,"Lugano, Ticino",Financial Services,Arkadia provides the traditional financial world with a “bridge” to the managed investment in crypto-currencies.,116 followers,https://www.linkedin.com/company/arkadiadigitaladvisory/
SEBA Bank AG,"Zug, Zug",Financial Services,SEBA Bank is redefining finance & offering a comprehensive technological bridge between the traditional & digital worlds • Specialties: Crypto,26K followers,https://www.linkedin.com/company/weareseba/
Leonteq,Zürich,Financial Services,Your independent expert in structured investment products • Specialties: Crypto Assets,14K followers,https://www.linkedin.com/company/leonteq/
BCB Group,"London, England",Financial Services,"BCB Group is a leading crypto-dedicated payment services provider, serving many of the industry’s largest clients including Bitstamp, Crypto.com, Fireblocks...",10K followers,https://www.linkedin.com/company/bcbgroup/
Sonicorn,"BENTONVILLE, ARKANSAS",Investment Management,Unicorn Companies at Sonic Speed • Specialties: Crypto Assets Investments,3K followers,https://www.linkedin.com/company/sonicornllc/
GenTwo,Zurich,Financial Services,"Make all assets bankable, investable, and manageable • Specialties: Crypto",11K followers,https://www.linkedin.com/company/gentwo/
CV Labs,Zug,Venture Capital and Private Equity Principals,"CV Labs - the heartbeat of Crypto Valley, Switzerland's leading blockchain hub. Visit www.cvlabs.com for more info!",12K followers,https://www.linkedin.com/company/cv-labs/
VELAS,"Zug, Zug",Blockchain Services,Velas is the fastest EVM blockchain and ecosystem for smart contracts and dApps | Crypto Valley Top 23 Blockchain Firm,12K followers,https://www.linkedin.com/company/velas-ag/
21Shares,"Stadtkreis, Zurich",Financial Services,21Shares makes investing in digital assets as easy as buying shares using your conventional broker or bank. Investors can purchase our crypto ETP easily...,9K followers,https://www.linkedin.com/company/21shares/
Metaco,"Lausanne, Vaud",Software Development,"...and manage any type of digital asset – such as crypto and digital currencies, digital securities, non-fungible tokens (NFTs) – with the highest possible security...",8K followers,https://www.linkedin.com/company/metaco-ag/
Concordium,"Zug, Zug",Software Development,"A science-based PoS blockchain with a groundbreaking ID framework, designed to fuel the global transformation to Web3 • Specialties: crypto",10K followers,https://www.linkedin.com/company/concordium/
Blaccess Software GmbH,Wetzikon,Financial Services,Programmierung von Crypto Software und anderen Programmen im Bereich der alternativen Zahlungssystemen.,34 followers,https://www.linkedin.com/company/blaccess-software-gmbh/
ΛSTRO VC,Zug Valley,Investment Banking,Fostering innovation across NFT/GameFi/SocialFi/Metaverse/Web3  Ξconomies | Join the Ξvolution • Specialties: Crypto,22 followers,https://www.linkedin.com/company/astrovcofficial/
PHYGIFY,Zürich,"Technology, Information and Internet","...is the gateway to the Phygital Universe, leading the crypto movement beyond the initial decentralized finance (DeFi) concept and into a decentralized...",9 followers,https://www.linkedin.com/company/phygify/
BLIN Analytics,"Geneva, Geneva",Security and Investigations,"BLIN Analytics focuses on tracing the crypto assets through the mixers, which is useful in cases involving cryptocurrencies (theft, ransom, trafficking...",35 followers,https://www.linkedin.com/company/blin-analytics/
von Albertini Compliance Services,"Zürich, Zürich",Legal Services,"Compliance als strategischer Beitrag zu nachhaltiger Wertschöpfung • Specialties: Key skills: Financial Market Law (Finanzmarktrecht), Legal and Regulatory, Corporate Law, Compliance, Compliance Outsourcing, Risk & Compliance Management, Governance, Risk & Compliance (GRS), Due Diligence, Financial Intermediaries (Finanzintermediäre), Asset Manager (Vermögensverwalter), FinTech, Crypto Currencies...",19 followers,https://www.linkedin.com/company/von-albertini-compliance-services/
Gato,Zurich,Financial Services,Gato allows you to easily buy and sell Ethereum • Specialties: crypto,11 followers,https://www.linkedin.com/company/gato-finance/
Plasma DLT,Zug,Banking,"...processes 42 fiat-backed stable currencies of every national currency, crypto and fiat indexes, and tokenized financial stocks/commodities/indexes. Blockchain supports...",35 followers,https://www.linkedin.com/company/plasma-dlt/
MARET Consulting,"Geneva, GVA",Computer and Network Security,"Cyber Security Consulting    Threat Modeling  AuthN / Strong Authentication  Defense SCADA, Air Traffic Management, ICS  Technical Risk Assessment  eBanking Crypto PKI  eAuthentication  Pentest  AppSec, OWASP  CDLC  Aviation  Mobile  LTE  Defense  Identity Federation",25 followers,https://www.linkedin.com/company/maret-consulting/
Finhub 360 Advisors GmbH,Lucerne,Business Consulting and Services,"...by adapting sustainable technology.   We help you navigate from hash values to cryptography, crypto trading and lending, secondary markets and non fungible tokens...",19 followers,https://www.linkedin.com/company/finhub-360-advisors-gmbh/
AZUREY Consulting GmbH,"Glattpark, ZH",Financial Services,"...and implemented eLearnings in the regulatory area. CRYPTO CONSULTING  We show institutions that already work with crypto assets, smart contracts and/or block-chain...",18 followers,https://www.linkedin.com/company/azurey-consulting-gmbh/
The Crypto Society of St.Gallen,St.Gallen,Financial Services,"The Crypto Society is a newly founded association by students in St. Gallen. We strive to bring the emerging universe of cryptocurrencies closer to the students in St. Gallen. As laid out in our Whitepaper, we want to build a community and serve as a hub for all the local crypto-enthusiastic students!",130 followers,https://www.linkedin.com/company/cryptosocietystgallen/
Crypto World Zug Association,Zug,Events Services,"Our Association promotes the knowledge, awareness, and use of Blockchain and Crypto technologies through the organization of ad-hoc events directly from the Crypto Valley (Zug, Switzerland). We help innovative Blockchain companies connect with their target audience and promote their value to a community of subject...",252 followers,https://www.linkedin.com/company/crypto-world-zug-association/
Crypto Group GmbH,Zug,Financial Services,Die Crypto Group möchte einen positiven Beitrag zur Verbreitung und Etablierung von Kryptowährungen leisten.,228 followers,https://www.linkedin.com/company/crypto-group-gmbh/
Crypto Jobs Partners,Zurich,Staffing and Recruiting,Sourcing blockchain & crypto talents on Satoshi’s behalf,50 followers,https://www.linkedin.com/company/crypto-jobs-partners/
Crypto Valley Association,"Zug, Zug",Non-profit Organizations,"Crypto Valley is the largest blockchain and distributed ledger ecosystem worldwide, based out Switzerland, with presence in entire Europe and beyond.   It has active connections to international centers of blockchain innovation in London, Singapore, Silicon Valley and New York.   OUR MISSION: DEVELOP THE WORLD’S BEST...",21K followers,https://www.linkedin.com/company/crypto-valley-association/
Crypto Equilibrium,"Lugano - Paradiso , Canton Ticino",Investment Management,"Crypto Equilibrium racchiude la passione di un team che studia, lavora e investe nel mercato delle criptovalute dal 2014. Abbiamo sviluppato modelli...",80 followers,https://www.linkedin.com/company/cryptoequilibrium/
Crypto Infos,Zurich,IT Services and IT Consulting,"Your gateway to blockchain adoption, cryptocurrency news and Web3 jobs • Specialties: Crypto Jobs",248 followers,https://www.linkedin.com/company/crypto-infos/
Crypto-Corp Suisse,"Vernier, Genève",Investment Banking,"Crypto-Corp.ch, la première ferme de crypto minage en Suisse !",27 followers,https://www.linkedin.com/company/crypto-corp-ch/
Crypto Rich,"Zürich, ZH",IT Services and IT Consulting,"Trading, Consulting, Mining, AUM for the general Crypto Space. Furthermore the same for the NFT Space, Metaverse, Web3.0, etc. Vetting of projects...",18 followers,https://www.linkedin.com/company/crypto-rich/
Crypto Valley News,"Zug, Zug",Online Audio and Video Media,Blockaris (in Gründung) ist Portalbetreiber von Crypto Valley News.   Wir beschäftigten uns seit 2016 wissenschaftlich mit den fundamentalen Aspekten von...,19 followers,https://www.linkedin.com/company/cryptovalleynews/
beyond.lol,St Gallen,Computer and Network Security,"IT, crypto and more",4 followers,https://www.linkedin.com/company/beyond-lol/
BLOX - Blockchain Expo,"Zug, Zug",Events Services,"BLOX is an annual Blockchain Expo. Hosted in the Heart of Blockchain Nation, Switzerland, this Exposition showcases all the crazy aspects of Blockchain.   Professionals from the mining industry, Blockchain protocols, leading blockchain startups, investment firms, crypto-specialized law-firms, crypto-friendly nations...",4 followers,https://www.linkedin.com/company/bloxexpo/
KEA Coin Foundation,"Bern, Berne",IT Services and IT Consulting,Welcome to KEA Coin! [The Power of KEA Coin in the Cryptoworld]  KEA Coin (KEA) is the is a new Crypto Coin in the Cryptocurrency World. KEA Coin is released with the intention to use in E-Commerce and Digital Marketing with Reward System. The total supply of 1 billon KEA Coin generated with initial 3900 KEA Coin...,4 followers,https://www.linkedin.com/company/keacoin/
ORS Cryptohound,Lugano,IT Services and IT Consulting,"...customizable dashboard with multiple widgets create a unique user experience for crypto-investigators, analysts and traders.",2 followers,https://www.linkedin.com/company/ors-cryptohound/
Morgaine Blockchain AG,Zug,Business Consulting and Services,"Business, Financial, Legal and Technical Consultancy services for everything Blockchain and Crypto related.",2 followers,https://www.linkedin.com/company/morgaine-blockchain-ag/
Cryptomillionairez,Geneva,Financial Services,Marketing Company That Provides information on trading Crypto Currencies,1 follower,https://www.linkedin.com/company/cryptomillionairez/
ArtLoft.ch,"Niederrohrdorf, Aargau",Retail Art Supplies,Einzigartige Schweizer Kunst für jedes Budget | Interior | Immobilien Kunst Beratung | Crypto accepted #artloft,3 followers,https://www.linkedin.com/company/artloft-ch/
Project + Finance eG,"Zürich, Zürich",Renewable Energy Semiconductor Manufacturing,"Gold, Solar - Wind, Power Plants
Blockchain,  Raw Materials,",2 followers,https://www.linkedin.com/company/project-finance-eg/
MicroAssets,"Geneva, Geneva",Consumer Services,"MicroAssets is a C2C multipurpose platform, that manipulates a new rising asset-class focusing on value-adding towards customers.   ➜ Lots of features to come, some being the following:  - requests - asset-for-asset (AFA) - asset-for-cash (AFC) - crypto adoption - premium & vip accounts ...  ➜ Basic MVP chain: 1...",2 followers,https://www.linkedin.com/company/microassets/
CryptoBern.CH,"Schwenden, Bern",Information Services,COMMUNITY & CRYPTO KONZEPTE - NETWORKING,0 followers,https://www.linkedin.com/company/cryptobern-ch/
FiCAS AG,Zug,Investment Management,Actively Managed Crypto Investments.,829 followers,https://www.linkedin.com/company/ficas-ltd/
Aragon One,"Zug, Zug",Software Development,We believe in and fight for freedom • Specialties: Crypto,731 followers,https://www.linkedin.com/company/aragon-one/
Creditum.io,"Rotkreuz, Zug",Financial Services,"Creditum is the mobile application integrating regular Cash with Crypto, Holding, Buying, Exchanging and Spending",853 followers,https://www.linkedin.com/company/creditum-io/
MZ Master Crypto,"Bellinzona, Non in Italia",Blockchain Services,Investi per il tuo futuro nella blockchain con una formazione etica e professionale,4 followers,https://www.linkedin.com/company/mz-master-crypto/
Dubs & Partner Recruitment,"Zollikon, Zurich",Human Resources Services,"Recruiting of specialized personnel in Technology, Engineering, Finance, HR and your niche • Specialties: Fintech | Blockchain | Solidity | Bitcoin | Ethereum | Crypto | Finanzwesen | Finance | Banking",727 followers,https://www.linkedin.com/company/dubs-&-partner-recruitment/
AgileNetup®,"Meyrin, Geneva",Information Services,Réussir votre métamorphose numerique responsable • Specialties: Crypto,764 followers,https://www.linkedin.com/company/agile-netup/
Orop.ch,Genève,"Technology, Information and Internet","Entre actualités et analyses du marché des cryptos, découvrez la crypto-sphère de l'intérieur. Retrouvez chaque semaine votre Crypto-Hebdo by OROP.  OROP est une société Suisse aux casquettes multiples, proposant des services en lien avec l'actualité, la formation, l'accompagnement et le développement technologique...",730 followers,https://www.linkedin.com/company/orop-ch/
Blockchain Advisory Council,"Zug, Switzerland",Information Technology & Services,"...digital, crypto, decentralised, blockchain and information technologies. It offers its clients unparalleled, extensive, and superior expertise, experience...",736 followers,https://www.linkedin.com/company/blockchain-advisory-council/
Favoris AG,"Basel, Basel-Stadt",Human Resources Services,Anticipating Your Needs • Specialties: Crypto,703 followers,https://www.linkedin.com/company/favorisag/
CryptoMondays Zurich,Zurich,Blockchain Services,We are an in-real-life community that shares a passion for blockchain and crypto and how it's going to change the world!,728 followers,https://www.linkedin.com/company/cryptomondays-zurich/
dotcom Ventures Holding AG,"Ramersberg, Sarnen",Venture Capital and Private Equity Principals,Specialties: Crypto Community,96 followers,https://www.linkedin.com/company/dotcom-ventures-gmbh/
SignorCrypto,"Lugano, Canton Ticino","Technology, Information and Internet",Web3 guide to the Metaverse • Specialties: Crypto,102 followers,https://www.linkedin.com/company/signorcrypto/
GRNGrid,Zug,"Technology, Information and Internet",GRNGrid is a sustainable way to use crypto without compromises. Introducing a new consensus mechanism PoSv2 for GRNGrid's own blockchain (called Grid) and introducing innovating features for a greater user experience and easier use of crypto. Join the GRN journey and help us build a better future.  Learn more...,111 followers,https://www.linkedin.com/company/grngrid/
Bitu DAO,Geneva,Civic and Social Organizations,"...also fights global poverty with the help of DeFi, tokenization and crypto.",110 followers,https://www.linkedin.com/company/bitu-dao-global/
Drakkensberg AG,Zug,Law Practice,"#Drakkensberg AG was the first Swiss company #incorporated with a #blockchain based in Zug, the #crypto valley. Many thanks to our partners from #IBM, #Proxeus, #Handelsregisteramt Zug, #VZ Depotbank AG, #Rahel Merenda, #Swisscom.  We provide #legal services particularly in the context of #blockchain...",137 followers,https://www.linkedin.com/company/drakkensberg-ag/
ZK Labs,Zug,Information Technology & Services,"Smart Contract Audits, Ethereum focused Development, Protocol & Crypto R&D!",122 followers,https://www.linkedin.com/company/zero-knowledge-labs/
TRAAC,Zug,"Technology, Information and Internet","...Reseller of Tencent Cloud for Europe. Its headquarters is in Zug in the heart of Crypto Valley, Web3, blockchain and fintech center. Switzerland is the most...",78 followers,https://www.linkedin.com/company/traacgroup/
Blockchain Conference Switzerland,"Geneva, Geneva",Events Services,"...gathered the brightest experts of the industry, well-known specialists, and gurus of the crypto market, developers, entrepreneurs, representatives of payment systems, and lawyers who shared their way of thinking concerning blockchain technology development across the globe. Crypto market analysis, business solutions...",131 followers,https://www.linkedin.com/company/blockchain-conference-switzerland/
MetaCity,"Sunnyvale, CA",Internet Publishing,Capital of the Metaverse • Specialties: Crypto,57 followers,https://www.linkedin.com/company/joinmetacity/
CryptoBunq,Zug,Financial Services,A new paradigm in the crypto-aware digital bank.,1K followers,https://www.linkedin.com/company/cryptobunq/
darwn,Zürich,"Technology, Information and Internet",The central guide around the Swiss crypto ecosystem.,165 followers,https://www.linkedin.com/company/darwncrypto/
Digital Identity SA,"Zug, Zug",Venture Capital and Private Equity Principals,"At Digital Identity, we combine the power of science and technology to passionately innovate what is essential to human progress. We are driving innovations that extract value from crypto currencies, green and renewable energy, IoT and latest IT technological achievements to help address many of the world problems.",161 followers,https://www.linkedin.com/company/digital-identity-sa/
Digital Assets Technologies AG,"Zurich, Zurich",IT Services and IT Consulting,"Providing compliant crypto-asset reporting solutions for Accounting professionals, Financial Institutions and SMEs",119 followers,https://www.linkedin.com/company/dat-ag/
Stablecoin,Earth,Financial Services,Buy & Sell stablecoins at www.stablecoin.org • Specialties: crypto,139 followers,https://www.linkedin.com/company/stablecoin/
Fulcrum Holding,Baar,Financial Services,"Here at Fulcrum Holding, we believe that we can be significant contributors to paving the way for a new landscape • Specialties: Crypto",102 followers,https://www.linkedin.com/company/fulcrum-holding/
detof,"Zurich, Zurich",Financial Services,A crypto accountant for Web 3.0,49 followers,https://www.linkedin.com/company/detof/
Black River Asset Management AG,Zug,Investment Management,"...diversification.      Black River Asset Management’s core competencies include FX & Fixed income, Public and Private Equity, Real Estate and Crypto Assets.",166 followers,https://www.linkedin.com/company/black-river-asset-management-ag/
Cryptosphere Systems,"Zug, Baar",Software Development,We Build Innovative Cryptocurrency Services • Specialties: crypto currencies,112 followers,https://www.linkedin.com/company/cryptosphere-systems/
DecentFi - DeFi,Tokyo,Consumer Services,Interest and yield at speed and scale • Specialties: Crypto,157 followers,https://www.linkedin.com/company/de-fi/
iprotus GmbH,"Walchwil, Zug",IT Services and IT Consulting,Automating Trust • Specialties: Crypto Currencies,139 followers,https://www.linkedin.com/company/iprotus/
DECENT Crypto Services,"Geneva, Geneva",Financial Services,"DECENT Crypto Services provides you with the tools to list, store and safely manage different coins on your cryptocurrency exchange.",3 followers,https://www.linkedin.com/company/decentcryptoservices/
Swiss Crypto GmbH,"Baar, Zug",Financial Services,"Die Swiss Crypto GmbH bietet eine umfassende Beratung und Services im Umgang mit Kryptowährungen an. Wir betreuen sowohl Privatkunden wie auch institutionelle Kunden bei deren Anlagen in digitalen Währungen.   Unsere fundierte Expertise von aktuellen Marktentwicklungen des Bitcoin, Ethereum und den Potenzialen...",2 followers,https://www.linkedin.com/company/swiss-crypto-gmbh/
MIRO CRYPTO ADVISORS,"Corseaux, Switzerland",Financial Services,"MIRO CRYPTO ADVISORS is promoted and managed by a team of successful professionals who have extensive exposure to and insights into wide-ranging, real-life business, institutional and policy contexts internationally. The Unit is dedicated to and guided by a simple mission: “Helping clients make the right decisions...",3 followers,https://www.linkedin.com/company/miro-crypto-advisors/
Panterra Finance,"New York City, New York",Business Consulting and Services,"We provide CFO & M&A services, along with strategic innovation for Blockchain, Tokenization, & Crypto projects.",21K followers,https://www.linkedin.com/company/panterrafinance/
Bitcoin Suisse AG,Zug,Financial Services,Pioneering crypto-financial services since 2013. Our employees will never ask you via social media to send funds.,33K followers,https://www.linkedin.com/company/bitcoin-suisse-ag/
SwissBorg,"Lausanne, Vaud",Financial Services,Making crypto wealth management accessible to all. Invest in your future with the SwissBorg app.,25K followers,https://www.linkedin.com/company/swissborg/
Numbrs Self Custody,"Baar, Zug",Financial Services,The most secure self custody solution for private investors with significant Bitcoin holdings • Specialties: Crypto,35K followers,https://www.linkedin.com/company/numbrs/
Swissquote,Gland,Banking,The Swiss leader in online banking • Specialties: Crypto,56K followers,https://www.linkedin.com/company/swissquote/
Sygnum Bank,"Zurich, ZH",Financial Services,"Join Sygnum's 20k+ global community and be the first to get our news, insights, research reports and new job postings • Specialties: crypto",27K followers,https://www.linkedin.com/company/sygnumofficial/
Web3 Foundation,"Zug, Zug",IT Services and IT Consulting,"WEB3 is the vision of the serverless internet, the decentralised web.
An internet where users are in control • Specialties: crypto",48K followers,https://www.linkedin.com/company/web3foundation/
Crypto,Schweiz,IT Services and IT Consulting,"Crypto, a Swiss-based company, that since it was founded provided information security solutions.",4K followers,https://www.linkedin.com/company/crypto-cybersecurity/
Crypto&,Zürich,Business Consulting and Services,"The complexity of products and protocols in the crypto ecosystem can be challenging, but we are here to lighten the load on your shoulders. We thrive to be open-minded, data-driven and enthusiastic consultants with our client‘s best interest as our highest priority.",6 followers,https://www.linkedin.com/company/cryptoand/
Crypto Finance Group,"Zurich, Schweiz",Financial Services,"Crypto Finance Group helps financial institutions to enter the digital asset space with funds, trading & infrastructure",27K followers,https://www.linkedin.com/company/cryptofinanceag/
Crypto Funding,Zurich,Venture Capital and Private Equity Principals,"We connect early stage crypto, web3, blockchain, defi, nft startups to top venture capital funds, VCs and investors",40K followers,https://www.linkedin.com/company/cryptofunding1/
Crypto Valley Conference,Rotkreuz,Financial Services,"Research, Development and Innovation First!  The Crypto Valley Conference brings together the world’s leading researchers, developers and innovators from academia, start-ups and established companies to share and discuss state-of-the-art developments and advances in the blockchain technology ecosystem.  The event is...",4K followers,https://www.linkedin.com/company/crypto-valley-conference/
crypto-hr.com,"Luzern, Luzern",Staffing and Recruiting,Crypto HR - From the Crypto Valley - For the Crypto Valley,2K followers,https://www.linkedin.com/company/crypto-hr-com/
Crypto Consulting AG,"Tiefenbrunnen, Zürich",Business Consulting and Services,Distribution of an actively managed Crypto Fund,1K followers,https://www.linkedin.com/company/crypto-consulting-ag/
Crypto-Potential,"Root, Luzern",Software Development,"Crypto-Potential platform connects you with people in blockchain.  If you're involved in blockchain or cryptocurrency, create your blockchain identity on Crypto-Potential and access blockchain insights, knowledge and connections.  The power of blockchain technology is used to connect and reward people contributing...",818 followers,https://www.linkedin.com/company/crypto-potential/
Crypto Hedge,"Petit-Lancy, Geneva",Financial Services,"Crypto Hedge SA has the objective to become a regulated digital asset management company based in Geneva, Switzerland. Crypto Hedge SA has the mission to offer investors a safe and friendly access to digital currencies and blockchain related assets. Crypto Hedge SA will start and manage collective investment funds...",400 followers,https://www.linkedin.com/company/crypto-hedge/
Crypto Valley Network,"Zug, Zug",Information Technology & Services,"CRYPTO VALLEY Network is a non-profit organization based in Switzerland which aims to connect and spread the blockchain technology and new technologies in the network by creating a unique communication platform for professionals, experts and government bodies.",397 followers,https://www.linkedin.com/company/crypto-valley-network/
Token Connexion,"Le Grand-Saconnex, Genève",IT Services and IT Consulting,"TOKEN CONNEXION est née de la volonté de connecter dans un cadre privilégié un grand nombre d’acteurs locaux et internationaux de l’écosystème Blockchain et Crypto, ainsi que de démocratiser l’utilisation des monnaies numériques.  Ce salon, ainsi destiné à la fois aux marchés B2B et B2C, se tiendra pour sa première...",5 followers,https://www.linkedin.com/company/token-connexion/
Cholacoin,Schweiz,Financial Services,"CHOLA - decentralised BEP20, based financing solution, will be the life changing concepts for Crypto asset management platform & micro level businesses, innovations to take their businesses to the next level.  CHOLA Coin will support micro businesses, innovations with 100% funding and holds a part of their company...",2 followers,https://www.linkedin.com/company/cholacoin/
Stoa Now GmbH,"Bern, BERN",Artists and Writers,Metaverse Advice | NFT | Amazing VR- AR- Mixed Reality Business Projects | Futurism | 21st Century Modern & Contemporary Art | Crypto + Blockchain & 3D Art |,3 followers,https://www.linkedin.com/company/stoa-now/
Stakeridoo,"Stadtkreis 5 Industriequartier, Zürich",IT Services and IT Consulting,Stakeridoo was founded in March 2021 and is a swiss based staking provider with a sustainable basis for the networks.   As a staking provider we offer for crypto investors to earn interest income on their digital asset holdings.  We are running our own Hardware systems to ensure a great performance and low cost...,3 followers,https://www.linkedin.com/company/stakeridoo/
Elness Capital,Geneva,Financial Services,"Elness Capital is an investment firm focused exclusively on ventures, tokens, and projects related to blockchain tech, digital currency, and crypto assets.",3 followers,https://www.linkedin.com/company/elness-capital/
Thêta Helvetia,"Genève, GE",Investment Banking,Crypto Fund Provident ( Caisse de Prévoyance Crypto ),5 followers,https://www.linkedin.com/company/theta4p/
COLLAIBER Ecosystem,Zug,Information Technology & Services,"...innovative communication, education, collaboration, start up a business to Mixed Reality Entertainment,  with Personal Smart Social Status and crypto rewards on reaching...",4 followers,https://www.linkedin.com/company/collaiber/
Incentage User Community Page,"Fehraltorf - Zürich, Zürich",Software Development,"...the area of payments, securities and Open Finance but also around tokenisation, crypto trading and custody, Defi, Blockchain and DLT. The Incentage software is...",0 followers,https://www.linkedin.com/company/incentage-user-community/
pd.coop,"Zug & Lugano, ZG/Ti",Civic and Social Organizations,"pd.coop merged 2019 into vita.coop  pd.coop is a Swiss cooperative, founded 2015 in the Crypto Valley Zug.   Our vision is an interconnected digital world of humans and machines based on liberty, self-determination, freedom of expression, privacy, diversity, tolerance, innovation, responsibility, transparency, open...",4 followers,https://www.linkedin.com/company/pd-coop/
Phibits,"Reichenburg, Schwyz",Capital Markets,"Phibits is an crypto to crypto asset trading platform developed by the traders for the traders and masses alike, having its roots in India and europe.  We...",3 followers,https://www.linkedin.com/company/phibits/
SUIXAN,"winterthur, Zürich",Investment Banking,"SUIXAN has a clear goal to provide our algorithm for small and large investors. Whether you have years of experience or no experience in the crypto industry, our algorithm will manage your crypto portfolio to achieve a high profit and select the most relevant and best-performing cryptocurrencies.",42 followers,https://www.linkedin.com/company/suixan/
Alys Change,"Genève, Geneva",Financial Services,"Currency exchange at the best rate, everyday ! Money transfert, gold and crypto service !",39 followers,https://www.linkedin.com/company/alys-change/
FinCapital Partners,Zug,Financial Services,"FinCapital is the Swiss Army Knife of wealth & crypto management. From crypto/FIAT exchange to IBAN and debit card issuance, customized tokenization and traditional asset brokerage, we allow our customers to manage their entire portfolio in a single platform.",18 followers,https://www.linkedin.com/company/fincapital-partners/
cryptoXinvest,Zug,Investment Advice,Digital Real Estate | Digital Arts | Crypto Funds | NFT | EFT | Blockchain | DigiBIZ Consulting,31 followers,https://www.linkedin.com/company/cryptoxinvest/
Indus Finch Group,Zug,IT Services and IT Consulting,Specialties: Crypto,33 followers,https://www.linkedin.com/company/indus-finch-group/
CryptoLake Consulting,Genève,IT Services and IT Consulting,"Consulting & Public Speaking for Crypto-assets, Tokenization, FinTech, DeFi and Blockchain in Geneva, Switzerland",51 followers,https://www.linkedin.com/company/emilie-raffo-consulting/
IMPACT MEDIA,"Rotkreuz, Zug","Movies, Videos, and Sound",A NEXT-GENERATION MEDIA AND FILM COMPANY • Specialties: crypto,29 followers,https://www.linkedin.com/company/impfm/
TIBC sàrl,"Brügg, Bern",Financial Services,SWISS BLOCKCHAIN SERVICES Bitcoin ATM operator Crypto fintech developpment,28 followers,https://www.linkedin.com/company/tibc-s%C3%A0rl/
Mine Corporation,"Zug, Zug",IT Services and IT Consulting,"Mine Corporation is one of the leading companies in the Russian crypto industry that modernizes the idea of management systems, investments, and money.   In...",35 followers,https://www.linkedin.com/company/mine-corporation/
Cryptogenes,"Zurich, Zurich",Research Services,Cryptogenes brings transparency to the world of crypto-exchanges,48 followers,https://www.linkedin.com/company/cryptogenes/
vision&,Lütisburg,Financial Services,"Your Partner for Digital Assets, Metaverses & Ecosystems • Specialties: Crypto Currencies",560 followers,https://www.linkedin.com/company/visionand/
